HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update
1,AL- BIRMINGHAM,91.46,468,431,582,85.26,106.81,468 [431 - 582],91.46% [85.26% - 106.81%],967,444,2264,10-20-2020
2,AL- DOTHAN,82.61,14,13,18,80.98,87.08,14 [13 - 18],82.61% [80.98% - 87.08%],34,13,94,10-20-2020
5,AL- HUNTSVILLE,95.45,140,130,165,88.51,109.95,140 [130 - 165],95.45% [88.51% - 109.95%],290,160,563,10-20-2020
6,AL- MOBILE,84.78,60,56,73,82.14,89.94,60 [56 - 73],84.78% [82.14% - 89.94%],136,61,284,10-20-2020
7,AL- MONTGOMERY,94.24,105,98,140,86.66,118.62,105 [98 - 140],94.24% [86.66% - 118.62%],220,103,597,10-20-2020
9,AL- TUSCALOOSA,89.26,42,38,51,83.11,99.84,42 [38 - 51],89.26% [83.11% - 99.84%],92,31,198,10-20-2020
11,AZ- MESA,109.2,308,284,366,95.45,138.48,308 [284 - 366],109.2% [95.45% - 138.48%],578,306,1158,10-20-2020
12,AZ- PHOENIX,99.19,771,707,943,89.69,122.39,771 [707 - 943],99.19% [89.69% - 122.39%],1453,734,3211,10-20-2020
14,AZ- SUN CITY,92.87,52,49,63,86.67,106.05,52 [49 - 63],92.87% [86.67% - 106.05%],104,54,211,10-20-2020
15,AZ- TUCSON,88.39,101,92,134,83.61,102.78,101 [92 - 134],88.39% [83.61% - 102.78%],211,91,575,10-20-2020
16,AR- FORT SMITH,89.77,54,51,65,85.15,98.19,54 [51 - 65],89.77% [85.15% - 98.19%],125,66,233,10-20-2020
18,AR- JONESBORO,98.81,77,70,95,86.97,121.15,77 [70 - 95],98.81% [86.97% - 121.15%],170,63,372,10-20-2020
19,AR- LITTLE ROCK,86.71,195,180,226,83.38,92.99,195 [180 - 226],86.71% [83.38% - 92.99%],387,195,750,10-20-2020
21,AR- SPRINGDALE,91.48,53,50,62,86.43,100.91,53 [50 - 62],91.48% [86.43% - 100.91%],121,68,221,10-20-2020
22,AR- TEXARKANA,92.97,63,58,77,85.61,109.29,63 [58 - 77],92.97% [85.61% - 109.29%],127,55,287,10-20-2020
23,CA- ORANGE CO.,82.31,82,77,92,81.23,83.99,82 [77 - 92],82.31% [81.23% - 83.99%],176,94,305,10-20-2020
25,CA- BAKERSFIELD,81.89,28,27,32,81.11,83.29,28 [27 - 32],81.89% [81.11% - 83.29%],68,40,119,10-20-2020
31,CA- CHICO,81.59,0,0,1,80.0,83.12,0 [0 - 1],81.59% [80.0% - 83.12%],10,0,20,10-20-2020
33,CA- CONTRA COSTA CO.,82.41,21,20,24,81.3,84.19,21 [20 - 24],82.41% [81.3% - 84.19%],48,26,84,10-20-2020
43,CA- FRESNO,82.79,28,27,32,81.66,85.56,28 [27 - 32],82.79% [81.66% - 85.56%],63,38,127,10-20-2020
56,CA- LOS ANGELES,84.48,548,512,610,82.56,87.36,548 [512 - 610],84.48% [82.56% - 87.36%],1111,636,1826,10-20-2020
58,CA- MODESTO,93.04,107,98,158,85.41,127.35,107 [98 - 158],93.04% [85.41% - 127.35%],224,93,814,10-20-2020
62,CA- NAPA,81.61,0,0,1,80.0,83.44,0 [0 - 1],81.61% [80.0% - 83.44%],9,0,20,10-20-2020
65,CA- ALAMEDA CO.,80.92,11,10,13,80.47,81.63,11 [10 - 13],80.92% [80.47% - 81.63%],31,16,55,10-20-2020
69,CA- PALM SPR/RANCHO MIR.,82.5,7,7,9,81.33,83.99,7 [7 - 9],82.5% [81.33% - 83.99%],26,14,42,10-20-2020
73,CA- REDDING,89.52,49,46,59,83.97,98.21,49 [46 - 59],89.52% [83.97% - 98.21%],103,43,197,10-20-2020
77,CA- SACRAMENTO,82.29,49,45,60,80.96,84.95,49 [45 - 60],82.29% [80.96% - 84.95%],109,46,237,10-20-2020
78,CA- SALINAS,84.49,14,14,16,82.77,87.82,14 [14 - 16],84.49% [82.77% - 87.82%],35,22,62,10-20-2020
79,CA- SAN BERNARDINO,86.02,165,155,183,83.53,89.79,165 [155 - 183],86.02% [83.53% - 89.79%],348,204,566,10-20-2020
80,CA- SAN DIEGO,85.26,178,167,201,82.94,89.06,178 [167 - 201],85.26% [82.94% - 89.06%],369,207,637,10-20-2020
81,CA- SAN FRANCISCO,81.05,21,20,24,80.43,81.79,21 [20 - 24],81.05% [80.43% - 81.79%],53,22,91,10-20-2020
82,CA- SAN JOSE,82.1,28,27,34,81.09,84.36,28 [27 - 34],82.1% [81.09% - 84.36%],63,33,132,10-20-2020
83,CA- SAN LUIS OBISPO,84.44,7,7,8,82.19,86.58,7 [7 - 8],84.44% [82.19% - 86.58%],20,10,30,10-20-2020
85,CA- SAN MATEO CO.,80.98,7,7,9,80.48,81.56,7 [7 - 9],80.98% [80.48% - 81.56%],26,13,42,10-20-2020
86,CA- SANTA BARBARA,81.28,0,0,1,81.04,82.48,0 [0 - 1],81.28% [81.04% - 82.48%],12,10,24,10-20-2020
87,CA- SANTA CRUZ,83.42,0,0,0,81.95,83.62,0 [0 - 0],83.42% [81.95% - 83.62%],12,7,13,10-20-2020
89,CA- SANTA ROSA,84.09,35,33,40,82.2,86.82,35 [33 - 40],84.09% [82.2% - 86.82%],76,41,127,10-20-2020
91,CA- STOCKTON,81.37,2,2,3,80.75,82.45,2 [2 - 3],81.37% [80.75% - 82.45%],14,8,26,10-20-2020
96,CA- VENTURA,82.57,14,14,17,81.53,84.58,14 [14 - 17],82.57% [81.53% - 84.58%],40,24,72,10-20-2020
101,CO- BOULDER,84.13,7,7,7,81.68,85.05,7 [7 - 7],84.13% [81.68% - 85.05%],19,8,24,10-20-2020
102,CO- COLORADO SPRINGS,206.41,691,633,864,138.65,414.4,691 [633 - 864],206.41% [138.65% - 414.4%],1308,607,3461,10-20-2020
103,CO- DENVER,127.07,1179,1086,1383,104.56,172.57,1179 [1086 - 1383],127.07% [104.56% - 172.57%],2248,1173,4422,10-20-2020
104,CO- FORT COLLINS,137.25,191,177,231,108.33,197.84,191 [177 - 231],137.25% [108.33% - 197.84%],365,181,753,10-20-2020
105,CO- GRAND JUNCTION,117.26,158,146,194,100.08,162.2,158 [146 - 194],117.26% [100.08% - 162.2%],295,159,651,10-20-2020
106,CO- GREELEY,103.23,92,84,107,90.04,126.72,92 [84 - 107],103.23% [90.04% - 126.72%],180,78,363,10-20-2020
107,CO- PUEBLO,105.95,104,96,126,92.91,136.39,104 [96 - 126],105.95% [92.91% - 136.39%],207,103,450,10-20-2020
109,CT- BRIDGEPORT,106.22,236,219,272,94.63,129.62,236 [219 - 272],106.22% [94.63% - 129.62%],444,248,841,10-20-2020
110,CT- HARTFORD,117.97,658,606,758,100.09,149.16,658 [606 - 758],117.97% [100.09% - 149.16%],1236,654,2252,10-20-2020
111,CT- NEW HAVEN,131.77,1110,1007,1376,103.05,195.78,1110 [1007 - 1376],131.77% [103.05% - 195.78%],1994,888,4460,10-20-2020
112,DE- WILMINGTON,84.07,29,27,36,81.83,87.89,29 [27 - 36],84.07% [81.83% - 87.89%],75,34,147,10-20-2020
113,DC- WASHINGTON,89.98,276,257,324,85.56,99.86,276 [257 - 324],89.98% [85.56% - 99.86%],547,305,1090,10-20-2020
115,FL- BRADENTON,90.61,35,34,41,86.21,99.46,35 [34 - 41],90.61% [86.21% - 99.46%],75,44,138,10-20-2020
116,FL- CLEARWATER,85.55,42,40,52,82.99,92.28,42 [40 - 52],85.55% [82.99% - 92.28%],90,49,201,10-20-2020
118,FL- FORT LAUDERDALE,83.93,168,157,200,82.24,88.07,168 [157 - 200],83.93% [82.24% - 88.07%],341,195,702,10-20-2020
119,FL- FORT MYERS,87.23,139,131,164,84.21,93.8,139 [131 - 164],87.23% [84.21% - 93.8%],276,161,528,10-20-2020
120,FL- GAINESVILLE,83.73,28,27,37,82.39,89.83,28 [27 - 37],83.73% [82.39% - 89.83%],68,44,181,10-20-2020
122,FL- HUDSON,84.39,28,27,32,82.56,87.75,28 [27 - 32],84.39% [82.56% - 87.75%],54,32,97,10-20-2020
123,FL- JACKSONVILLE,86.05,144,133,183,83.16,94.6,144 [133 - 183],86.05% [83.16% - 94.6%],297,155,717,10-20-2020
124,FL- LAKELAND,84.95,21,20,25,82.9,88.43,21 [20 - 25],84.95% [82.9% - 88.43%],52,31,90,10-20-2020
127,FL- MIAMI,84.76,251,231,303,82.39,90.11,251 [231 - 303],84.76% [82.39% - 90.11%],513,258,1090,10-20-2020
129,FL- OCALA,82.65,14,13,16,81.75,84.75,14 [13 - 16],82.65% [81.75% - 84.75%],36,24,65,10-20-2020
130,FL- ORLANDO,84.88,252,235,287,82.83,88.73,252 [235 - 287],84.88% [82.83% - 88.73%],505,293,904,10-20-2020
131,FL- ORMOND BEACH,83.64,28,27,33,81.93,87.13,28 [27 - 33],83.64% [81.93% - 87.13%],60,32,118,10-20-2020
133,FL- PANAMA CITY,85.87,14,14,20,82.41,95.81,14 [14 - 20],85.87% [82.41% - 95.81%],39,16,105,10-20-2020
134,FL- PENSACOLA,89.1,105,98,132,85.15,101.71,105 [98 - 132],89.1% [85.15% - 101.71%],213,121,510,10-20-2020
137,FL- SARASOTA,85.75,38,36,46,83.39,91.42,38 [36 - 46],85.75% [83.39% - 91.42%],83,49,165,10-20-2020
139,FL- ST PETERSBURG,84.62,35,33,43,82.5,90.2,35 [33 - 43],84.62% [82.5% - 90.2%],73,40,163,10-20-2020
140,FL- TALLAHASSEE,86.64,84,78,109,83.41,96.13,84 [78 - 109],86.64% [83.41% - 96.13%],178,92,435,10-20-2020
141,FL- TAMPA,84.99,105,99,120,83.03,88.92,105 [99 - 120],84.99% [83.03% - 88.92%],212,129,380,10-20-2020
142,GA- ALBANY,81.21,0,0,3,81.13,82.82,0 [0 - 3],81.21% [81.13% - 82.82%],12,12,30,10-20-2020
144,GA- ATLANTA,93.67,824,763,1020,87.28,110.26,824 [763 - 1020],93.67% [87.28% - 110.26%],1637,872,3625,10-20-2020
145,GA- AUGUSTA,83.57,42,39,49,82.16,87.17,42 [39 - 49],83.57% [82.16% - 87.17%],87,53,176,10-20-2020
146,GA- COLUMBUS,81.67,7,6,10,80.0,84.29,7 [6 - 10],81.67% [80.0% - 84.29%],21,0,54,10-20-2020
147,GA- MACON,89.36,102,94,132,83.76,103.48,102 [94 - 132],89.36% [83.76% - 103.48%],209,84,525,10-20-2020
148,GA- ROME,95.95,49,45,61,86.01,113.33,49 [45 - 61],95.95% [86.01% - 113.33%],116,44,244,10-20-2020
149,GA- SAVANNAH,82.69,21,20,30,81.21,87.58,21 [20 - 30],82.69% [81.21% - 87.58%],55,25,156,10-20-2020
151,ID- BOISE,91.0,105,96,125,83.95,102.0,105 [96 - 125],91.0% [83.95% - 102.0%],228,82,457,10-20-2020
152,ID- IDAHO FALLS,99.68,37,34,49,87.16,128.81,37 [34 - 49],99.68% [87.16% - 128.81%],90,33,225,10-20-2020
154,IL- AURORA,118.42,103,96,124,101.44,160.65,103 [96 - 124],118.42% [101.44% - 160.65%],202,113,425,10-20-2020
155,IL- BLUE ISLAND,95.96,203,189,244,88.64,112.65,203 [189 - 244],95.96% [88.64% - 112.65%],404,219,828,10-20-2020
156,IL- CHICAGO,95.65,680,631,815,88.47,112.2,680 [631 - 815],95.65% [88.47% - 112.2%],1339,725,2756,10-20-2020
158,IL- ELGIN,127.3,264,245,317,105.51,177.33,264 [245 - 317],127.3% [105.51% - 177.33%],513,277,1057,10-20-2020
161,IL- EVANSTON,101.38,260,241,310,91.59,123.58,260 [241 - 310],101.38% [91.59% - 123.58%],516,280,1053,10-20-2020
163,IL- HINSDALE,103.95,134,125,156,93.36,125.27,134 [125 - 156],103.95% [93.36% - 125.27%],263,147,498,10-20-2020
164,IL- JOLIET,109.32,197,184,232,96.82,136.94,197 [184 - 232],109.32% [96.82% - 136.94%],388,223,755,10-20-2020
166,IL- MELROSE PARK,103.29,367,341,438,92.7,127.22,367 [341 - 438],103.29% [92.7% - 127.22%],720,393,1461,10-20-2020
170,IL- PEORIA,101.05,196,180,239,90.38,126.15,196 [180 - 239],101.05% [90.38% - 126.15%],391,193,858,10-20-2020
171,IL- ROCKFORD,118.33,288,263,347,97.05,161.91,288 [263 - 347],118.33% [97.05% - 161.91%],586,261,1254,10-20-2020
172,IL- SPRINGFIELD,108.5,364,332,457,93.16,149.47,364 [332 - 457],108.5% [93.16% - 149.47%],725,335,1768,10-20-2020
173,IL- URBANA,107.75,142,130,179,92.9,149.1,142 [130 - 179],107.75% [92.9% - 149.1%],288,134,718,10-20-2020
175,IL- BLOOMINGTON,98.69,21,20,27,89.36,122.7,21 [20 - 27],98.69% [89.36% - 122.7%],49,25,114,10-20-2020
179,IN- EVANSVILLE,101.98,213,197,264,91.44,129.44,213 [197 - 264],101.98% [91.44% - 129.44%],449,234,1011,10-20-2020
180,IN- FORT WAYNE,122.24,489,452,592,102.47,169.15,489 [452 - 592],122.24% [102.47% - 169.15%],934,497,1972,10-20-2020
181,IN- GARY,122.11,329,305,396,102.18,166.39,329 [305 - 396],122.11% [102.18% - 166.39%],634,334,1301,10-20-2020
183,IN- INDIANAPOLIS,116.37,1214,1116,1480,97.64,159.55,1214 [1116 - 1480],116.37% [97.64% - 159.55%],2333,1132,5105,10-20-2020
184,IN- LAFAYETTE,110.83,114,105,139,95.11,147.21,114 [105 - 139],110.83% [95.11% - 147.21%],228,112,498,10-20-2020
185,IN- MUNCIE,125.9,91,85,112,103.15,177.61,91 [85 - 112],125.9% [103.15% - 177.61%],192,97,409,10-20-2020
186,IN- MUNSTER,108.79,170,157,207,94.9,141.01,170 [157 - 207],108.79% [94.9% - 141.01%],332,172,704,10-20-2020
187,IN- SOUTH BEND,138.84,449,411,554,106.62,210.22,449 [411 - 554],138.84% [106.62% - 210.22%],899,407,1991,10-20-2020
188,IN- TERRE HAUTE,132.04,142,130,173,103.75,195.03,142 [130 - 173],132.04% [103.75% - 195.03%],280,128,620,10-20-2020
190,IA- CEDAR RAPIDS,91.45,63,58,72,85.11,100.07,63 [58 - 72],91.45% [85.11% - 100.07%],127,57,224,10-20-2020
191,IA- DAVENPORT,94.34,157,144,188,86.61,110.0,157 [144 - 188],94.34% [86.61% - 110.0%],318,147,667,10-20-2020
192,IA- DES MOINES,95.99,261,236,327,86.47,118.26,261 [236 - 327],95.99% [86.47% - 118.26%],526,213,1260,10-20-2020
193,IA- DUBUQUE,97.76,42,38,50,85.69,113.58,42 [38 - 50],97.76% [85.69% - 113.58%],96,31,183,10-20-2020
194,IA- IOWA CITY,86.99,63,58,78,82.68,94.67,63 [58 - 78],86.99% [82.68% - 94.67%],135,52,285,10-20-2020
195,IA- MASON CITY,83.75,7,6,10,80.0,88.87,7 [6 - 10],83.75% [80.0% - 88.87%],27,0,65,10-20-2020
196,IA- SIOUX CITY,87.9,38,33,50,81.24,100.67,38 [33 - 50],87.9% [81.24% - 100.67%],89,14,234,10-20-2020
197,IA- WATERLOO,97.66,51,46,62,87.82,116.93,51 [46 - 62],97.66% [87.82% - 116.93%],112,50,236,10-20-2020
200,KS- TOPEKA,85.03,37,34,45,82.33,90.86,37 [34 - 45],85.03% [82.33% - 90.86%],77,36,168,10-20-2020
201,KS- WICHITA,90.26,249,226,317,83.82,106.34,249 [226 - 317],90.26% [83.82% - 106.34%],508,189,1304,10-20-2020
203,KY- COVINGTON,91.6,63,59,77,85.99,104.89,63 [59 - 77],91.6% [85.99% - 104.89%],127,66,274,10-20-2020
204,KY- LEXINGTON,95.44,419,380,511,86.36,116.96,419 [380 - 511],95.44% [86.36% - 116.96%],804,331,1924,10-20-2020
205,KY- LOUISVILLE,103.76,579,532,704,91.52,131.99,579 [532 - 704],103.76% [91.52% - 131.99%],1144,555,2504,10-20-2020
207,KY- OWENSBORO,90.48,27,25,30,84.66,98.64,27 [25 - 30],90.48% [84.66% - 98.64%],49,22,88,10-20-2020
208,KY- PADUCAH,92.09,93,85,119,84.62,109.22,93 [85 - 119],92.09% [84.62% - 109.22%],196,75,474,10-20-2020
209,LA- ALEXANDRIA,83.86,21,20,26,82.12,91.2,21 [20 - 26],83.86% [82.12% - 91.2%],38,21,111,10-20-2020
210,LA- BATON ROUGE,82.36,22,20,28,81.01,85.28,22 [20 - 28],82.36% [81.01% - 85.28%],58,25,131,10-20-2020
212,LA- HOUMA,81.6,0,0,2,81.43,85.14,0 [0 - 2],81.6% [81.43% - 85.14%],11,10,36,10-20-2020
213,LA- LAFAYETTE,81.49,14,12,15,80.28,82.5,14 [12 - 15],81.49% [80.28% - 82.5%],32,6,54,10-20-2020
214,LA- LAKE CHARLES,82.51,7,7,9,81.16,85.2,7 [7 - 9],82.51% [81.16% - 85.2%],21,10,45,10-20-2020
216,LA- METAIRIE,82.73,7,7,9,81.19,85.14,7 [7 - 9],82.73% [81.19% - 85.14%],27,12,52,10-20-2020
217,LA- MONROE,84.85,18,16,23,81.08,92.0,18 [16 - 23],84.85% [81.08% - 92.0%],44,10,111,10-20-2020
218,LA- NEW ORLEANS,82.26,21,21,25,81.4,84.04,21 [21 - 25],82.26% [81.4% - 84.04%],54,34,98,10-20-2020
219,LA- SHREVEPORT,88.94,119,109,143,83.98,99.26,119 [109 - 143],88.94% [83.98% - 99.26%],244,109,527,10-20-2020
220,LA- SLIDELL,88.69,20,19,23,84.17,94.09,20 [19 - 23],88.69% [84.17% - 94.09%],43,21,71,10-20-2020
221,ME- BANGOR,104.36,142,128,197,87.52,167.25,142 [128 - 197],104.36% [87.52% - 167.25%],265,82,951,10-20-2020
222,ME- PORTLAND,85.18,70,63,101,81.41,99.05,70 [63 - 101],85.18% [81.41% - 99.05%],135,37,500,10-20-2020
223,MD- BALTIMORE,86.89,226,210,261,83.81,92.51,226 [210 - 261],86.89% [83.81% - 92.51%],464,257,844,10-20-2020
225,MD- SALISBURY,92.56,56,53,67,86.83,105.29,56 [53 - 67],92.56% [86.83% - 105.29%],117,64,237,10-20-2020
226,MD- TAKOMA PARK,93.34,84,79,93,87.77,102.14,84 [79 - 93],93.34% [87.77% - 102.14%],171,100,285,10-20-2020
227,MA- BOSTON,89.38,534,492,608,84.87,96.56,534 [492 - 608],89.38% [84.87% - 96.56%],1030,535,1819,10-20-2020
230,MA- SPRINGFIELD,84.33,35,32,39,82.0,87.37,35 [32 - 39],84.33% [82.0% - 87.37%],69,32,118,10-20-2020
231,MA- WORCESTER,86.69,54,50,61,83.23,91.39,54 [50 - 61],86.69% [83.23% - 91.39%],109,53,187,10-20-2020
232,MI- ANN ARBOR,95.08,258,241,304,88.7,109.35,258 [241 - 304],95.08% [88.7% - 109.35%],492,284,958,10-20-2020
233,MI- DEARBORN,84.31,33,31,38,82.49,87.42,33 [31 - 38],84.31% [82.49% - 87.42%],70,41,122,10-20-2020
234,MI- DETROIT,90.75,263,243,300,85.86,98.97,263 [243 - 300],90.75% [85.86% - 98.97%],500,273,884,10-20-2020
235,MI- FLINT,104.09,169,156,194,92.67,122.68,169 [156 - 194],104.09% [92.67% - 122.68%],319,168,566,10-20-2020
236,MI- GRAND RAPIDS,110.62,369,341,428,96.37,136.17,369 [341 - 428],110.62% [96.37% - 136.17%],706,378,1297,10-20-2020
238,MI- KALAMAZOO,110.2,231,214,272,95.78,137.41,231 [214 - 272],110.2% [95.78% - 137.41%],446,233,848,10-20-2020
239,MI- LANSING,100.43,140,128,175,89.06,128.86,140 [128 - 175],100.43% [89.06% - 128.86%],313,139,750,10-20-2020
240,MI- MARQUETTE,122.44,100,92,127,98.65,182.25,100 [92 - 127],122.44% [98.65% - 182.25%],207,91,499,10-20-2020
242,MI- MUSKEGON,101.74,61,57,77,92.13,126.46,61 [57 - 77],101.74% [92.13% - 126.46%],116,65,249,10-20-2020
243,MI- PETOSKEY,100.49,35,32,44,85.78,124.8,35 [32 - 44],100.49% [85.78% - 124.8%],70,20,155,10-20-2020
244,MI- PONTIAC,88.3,48,46,58,84.9,97.15,48 [46 - 58],88.3% [84.9% - 97.15%],98,58,203,10-20-2020
245,MI- ROYAL OAK,86.67,89,84,106,83.9,93.44,89 [84 - 106],86.67% [83.9% - 93.44%],176,103,355,10-20-2020
246,MI- SAGINAW,86.82,74,69,89,83.77,94.46,74 [69 - 89],86.82% [83.77% - 94.46%],142,79,303,10-20-2020
248,MI- ST JOSEPH,115.1,55,52,67,98.87,151.85,55 [52 - 67],115.1% [98.87% - 151.85%],106,57,217,10-20-2020
249,MI- TRAVERSE CITY,94.95,40,37,50,88.64,116.35,40 [37 - 50],94.95% [88.64% - 116.35%],76,44,185,10-20-2020
250,MN- DULUTH,95.29,90,82,106,86.02,110.9,90 [82 - 106],95.29% [86.02% - 110.9%],177,70,359,10-20-2020
251,MN- MINNEAPOLIS,96.51,698,646,823,88.43,112.91,698 [646 - 823],96.51% [88.43% - 112.91%],1405,718,2802,10-20-2020
253,MN- ROCHESTER,84.65,56,52,70,82.5,90.12,56 [52 - 70],84.65% [82.5% - 90.12%],120,65,263,10-20-2020
254,MN- ST CLOUD,118.56,135,123,168,98.25,169.82,135 [123 - 168],118.56% [98.25% - 169.82%],272,129,635,10-20-2020
